"original_story","reordered_story"
"Shawn needs a new look for school | After school he dyes his hair | The next day at school everyone laughs at him | Shawn tries to wear a ball cap over his hair | The teacher took his hat and he ran home in embarrassment","13542"
"Harry was starving | He really wanted food | He went to a near restaurant | He ordered his favorite chili | He left really happy","53421"
"Sarah couldn't squeeze another hanger in her closet | She decided it was a good time to get rid of a lot of things | She got some free boxes from the liquor store in town | Everything she no longer needed got folded and placed in the boxes | When she was done, she donated everything and felt great","21345"
"Kelly was riding the bus home from school | She was so tired that she began to drift to sleep | Suddenly, she was shaken awake | She learned she had slept through her bus stop | She had to walk home from a different stop","42315"
"Jerry was talking to the family | He was mentioning several of his accomplishments in the past month | I became tense since I was jealous | Therefore, I stood up to Jerry and pushed him | He landed on the ground","51243"
"Scott was in school | He was uncomfortable in his desk and shifting around | Suddenly as his legs spread too far he felt his jeans rip | He was so embarrassed he rushed straight home after class | Luckily no one seemed to notice his pants","12345"
"Scott and his dad go fishing every year on Scott's birthday | The weather was suppose to be rainy that day | They decided to go a week before | They went out on the boat and caught many fish | The weather was terrific and they had a great time","52431"
"Jose went to an amusement park with his family | He saw the biggest roller coaster that he had ever seen while there | Him and his cousin decided that they were going to wait in line | While in line they were nervous, but knew that it would be fun | After they got off the ride the slapped hands and were happy","51423"
"Bidd Badd sat his sister down | He looked her right in the eyes | Then he gave her the terrible news | She started crying | They didn't win the local lottery","21435"
"Miles feels restless after working all day | He decides to go to the park and walk by the flowers | When he sees a couple there it reminds him of how lonely he is | After seeing the couple Miles decides to go back home | He decides not to go walking by the flowers again","43215"
"Dave loved his black mustang | It was one of the fastest cars around | Unfortunately Dave's mother was sick | Dave decided to sale his baby | It afforded him money to pay for his mom's hospital bill","12543"
